Group Number,Group Unit,Group Skills,Group Preferences,Project Number,Project Units,Project Skills,Project Preferences,Allocated
20,10004,database design database design c c github qualitative research skills agile development project management,10 30 29,92,9786 10004,database administration statistical analysis cam database design cloud computing solutions  mobile app development,14 43 37,0
20,10004,database design database design c c github qualitative research skills agile development project management,10 30 29,93,9786 10098,cam robotics express javascript writing machine learning,29 5 22,0
20,10004,database design database design c c github qualitative research skills agile development project management,10 30 29,94,9786 10005,sql server javascript research database design asp.net node.js,44 42 4,0
20,10004,database design database design c c github qualitative research skills agile development project management,10 30 29,95,9785 11522,android studio perl javascript project management  cad r,2 45 44,0
20,10004,database design database design c c github qualitative research skills agile development project management,10 30 29,96,9785 9785,sdn electrical engineering github web development sql server github,7 15 20,0
20,10004,database design database design c c github qualitative research skills agile development project management,10 30 29,97,10004 9786,saas wordpress c++ writing database design robotics,36 18 14,0
20,10004,database design database design c c github qualitative research skills agile development project management,10 30 29,98,9786 9786,c saas mysql database design xml analysis,30 17 1,0
20,10004,database design database design c c github qualitative research skills agile development project management,10 30 29,99,10098 11522,community engagement  3d printing cad research machine learning sdn,14 21 9,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,0,10098 9785,agile development analysis perl github python mobile app development,42 35 27,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,1,10004 9785,javascript matlab sdn writing asp.net wordpress,28 42 0,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,2,9786 10098,database administration angular community engagement  statistical analysis c statistical analysis,14 6 17,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,3,10098 9786,ejs community engagement  hardware engineering writing genetic algorithms database administration,1 38 45,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,4,9785 11522,css javascript scripting mysql hardware engineering data visualization,7 9 11,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,5,9786 10098,ui design ejs sql server application development  qualitative research skills writing,8 47 29,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,6,11522 10098,cad database design node.js express python perl,22 41 46,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,7,9785 10004,cloud computing solutions  sql server analysis community engagement  agile development 3d printing,9 26 39,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,8,10098 10005,scripting kotlin cad rest database administration sdn,26 43 15,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,9,10005 10098,c linear algebra asp.net software development swift cad,17 40 40,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,10,10098 10005,database design analysis software development c# c c,4 15 36,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,11,11522 10005,web development html electrical engineering asp.net rest kotlin,15 32 39,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,12,9786 9785,ejs c++ cloud computing solutions  github cloud computing solutions  asp.net,8 8 29,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,13,10004 9786,agile development business analytics  node.js genetic algorithms c++ javascript,47 2 10,0
21,9785,c wordpress software development c cam analysis node.js mysql,22 98 87,14,10098 10004,html sql server mysql xml sql server xml,0 50 14,0
